Date,Price ($),30Ravg ($),AIL Demand (MW)
05/19/2015 15,36.53,24.67,9193
05/19/2015 16,34.11,24.69,9202
05/19/2015 17,35.66,24.71,9214
05/19/2015 18,35.18,24.73,9156
05/19/2015 19,34.27,24.74,8978
05/19/2015 20,31.53,24.76,8914
05/19/2015 21,28.11,24.77,8806
05/19/2015 22,27.52,24.78,8734
05/19/2015 23,25.75,24.78,8615
05/19/2015 24,20.53,24.79,8206
05/20/2015 01,17.79,24.79,7882
05/20/2015 02,17.09,24.79,7707
05/20/2015 03,16.54,24.79,7613
05/20/2015 04,17.26,24.8,7603
05/20/2015 05,17.62,24.8,7644
05/20/2015 06,18.15,24.8,7724
05/20/2015 07,20.38,24.8,8049
05/20/2015 08,26,24.81,8497
05/20/2015 09,34.49,24.83,8744
05/20/2015 10,37.44,24.83,8856
05/20/2015 11,34.34,24.81,9006
05/20/2015 12,30.54,24.81,9095
05/20/2015 13,35.61,24.83,9102
05/20/2015 14,41.89,24.85,9160
05/20/2015 15,51.15,24.89,9191
05/20/2015 16,49.49,24.93,9236
05/20/2015 17,83.62,25.01,9308
05/20/2015 18,85.1,25.09,9247
05/20/2015 19,46.67,25.13,9005
05/20/2015 20,37.69,25.15,8902
05/20/2015 21,41.84,25.18,8789
05/20/2015 22,39.06,25.19,8728
05/20/2015 23,28.83,25.2,8643
05/20/2015 24,23.17,25.21,8278
05/21/2015 01,19.67,25.21,7954
05/21/2015 02,18.56,25.21,7770
05/21/2015 03,17.81,25.21,7680
05/21/2015 04,17.77,25.21,7649
05/21/2015 05,19.99,25.22,7688
05/21/2015 06,25.57,25.23,7782
05/21/2015 07,53.74,25.28,8085
05/21/2015 08,71,25.35,8543
05/21/2015 09,52.09,25.4,8837
05/21/2015 10,51.47,25.44,8970
05/21/2015 11,36.91,25.46,9123
05/21/2015 12,65.18,25.52,9212
05/21/2015 13,247.37,25.83,9198
05/21/2015 14,303.74,26.21,9219
05/21/2015 15,370.23,26.69,9233
05/21/2015 16,88.98,26.77,9186
05/21/2015 17,81.4,26.85,9251
05/21/2015 18,336,27.28,9153
05/21/2015 19,41.92,27.3,8986
05/21/2015 20,24.25,27.31,8986
05/21/2015 21,21.93,27.32,8878
05/21/2015 22,23.24,27.32,8767
05/21/2015 23,24.41,27.33,8658
05/21/2015 24,29.04,27.35,8314
05/22/2015 01,19.2,27.36,8012
05/22/2015 02,17.9,27.37,7801
05/22/2015 03,17.78,27.38,7713
05/22/2015 04,18.29,27.39,7637
05/22/2015 05,19.27,27.4,7694
05/22/2015 06,19.5,27.41,7714
05/22/2015 07,19.17,27.41,8003
05/22/2015 08,62,27.47,8437
05/22/2015 09,87.24,27.57,8707
05/22/2015 10,88.83,27.67,8902
05/22/2015 11,402.17,28.2,8991
05/22/2015 12,590.67,29,9057
05/22/2015 13,765.86,30.04,9127
05/22/2015 14,853.9,31.21,9196
05/22/2015 15,762.73,32.25,9212
05/22/2015 16,784.06,33.33,9246
05/22/2015 17,743.07,34.34,9194
05/22/2015 18,601.46,35.16,9130
05/22/2015 19,61.49,35.23,8968
05/22/2015 20,20.82,35.24,8890
05/22/2015 21,21.49,35.26,8792
05/22/2015 22,24,35.28,8733
05/22/2015 23,319.21,35.71,8595
05/22/2015 24,91.8,35.82,8288
05/23/2015 01,39.12,35.86,8069
05/23/2015 02,24.74,35.88,7882
05/23/2015 03,87.92,35.99,7682
05/23/2015 04,48.72,36.05,7616
05/23/2015 05,35.32,36.08,7616
05/23/2015 06,19.03,36.08,7552
05/23/2015 07,18.75,36.08,7556
05/23/2015 08,19.73,36.08,7776
05/23/2015 09,65.13,36.15,8097
05/23/2015 10,51.25,36.19,8411
05/23/2015 11,50,36.23,8580
05/23/2015 12,50.89,36.28,8686
05/23/2015 13,316.99,36.69,8674
05/23/2015 14,98.5,36.8,8648
05/23/2015 15,277.92,37.16,8603
05/23/2015 16,240.99,37.47,8588
05/23/2015 17,250.47,37.79,8615
05/23/2015 18,338.64,38.23,8635
05/23/2015 19,45.71,38.27,8589
05/23/2015 20,38.89,38.3,8508
05/23/2015 21,23.67,38.31,8413
05/23/2015 22,20.03,38.31,8393
05/23/2015 23,20.24,38.31,8411
05/23/2015 24,19.5,38.32,8138
05/24/2015 01,18.67,38.33,7844
05/24/2015 02,17.75,38.34,7640
05/24/2015 03,19.05,38.35,7545
05/24/2015 04,19.19,38.36,7483
05/24/2015 05,19.28,38.37,7469
05/24/2015 06,19,38.38,7378
05/24/2015 07,16.61,38.38,7347
05/24/2015 08,17.89,38.37,7513
05/24/2015 09,19.48,38.37,7801
05/24/2015 10,19.91,38.36,8062
05/24/2015 11,20.21,38.35,8311
05/24/2015 12,20.26,38.34,8484
05/24/2015 13,20.41,38.33,8543
05/24/2015 14,20.82,38.32,8565
05/24/2015 15,20.98,38.32,8559
05/24/2015 16,22.99,38.33,8595
05/24/2015 17,28.91,38.34,8680
05/24/2015 18,263.78,38.69,8734
05/24/2015 19,338.46,39.13,8677
05/24/2015 20,30.78,39.16,8654
05/24/2015 21,20.9,39.17,8606
05/24/2015 22,74.96,39.25,8532
05/24/2015 23,37.93,39.27,8450
05/24/2015 24,23.46,39.28,8037
05/25/2015 01,19.6,39.29,7732
05/25/2015 02,19.49,39.29,7567
05/25/2015 03,19.5,39.3,7482
05/25/2015 04,19.47,39.3,7417
05/25/2015 05,19.4,39.3,7438
05/25/2015 06,19.49,39.31,7512
05/25/2015 07,19.58,39.31,7840
05/25/2015 08,20.1,39.31,8368
05/25/2015 09,119.87,39.45,8697
05/25/2015 10,751.09,40.45,8867
05/25/2015 11,423.06,40.99,8999
05/25/2015 12,50,41.01,9168
05/25/2015 13,86.78,41.08,9240
05/25/2015 14,629.15,41.91,9235
05/25/2015 15,721.38,42.88,9204
05/25/2015 16,758.66,43.89,9193
05/25/2015 17,729.42,44.88,9183
05/25/2015 18,709,45.83,9101
05/25/2015 19,529.21,46.54,8867
05/25/2015 20,42.49,46.58,8729
05/25/2015 21,22.21,46.58,8681
05/25/2015 22,20.25,46.57,8660
05/25/2015 23,19.89,46.56,8524
05/25/2015 24,20.89,46.55,8108
05/26/2015 01,19.72,46.54,7798
05/26/2015 02,19.49,46.55,7635
05/26/2015 03,19.02,46.55,7488
05/26/2015 04,17.26,46.54,7412
05/26/2015 05,15.3,46.54,7444
05/26/2015 06,18.59,46.54,7547
05/26/2015 07,13.56,46.53,7874
05/26/2015 08,18.96,46.53,8391
05/26/2015 09,22.72,46.53,8670
05/26/2015 10,23.79,46.53,8913
05/26/2015 11,28.43,46.52,9057
05/26/2015 12,36,46.54,9138
05/26/2015 13,43.53,46.57,9171
05/26/2015 14,30.04,46.57,9211
05/26/2015 15,21.02,46.57,9264
05/26/2015 16,22.18,46.57,9263
05/26/2015 17,22.89,46.57,9275
05/26/2015 18,22.75,46.57,9199
05/26/2015 19,22.67,46.58,8975
05/26/2015 20,22.59,46.58,8834
05/26/2015 21,22.6,46.59,8732
05/26/2015 22,21.71,46.59,8677
05/26/2015 23,20.54,46.6,8465
05/26/2015 24,18.42,46.6,8077
05/27/2015 01,16.77,46.61,7772
05/27/2015 02,10.24,46.61,7582
05/27/2015 03,9.29,46.61,7489
05/27/2015 04,11.99,46.61,7453
05/27/2015 05,14.56,46.61,7497
05/27/2015 06,16.89,46.62,7574
05/27/2015 07,17.76,46.62,7902
05/27/2015 08,19.73,46.62,8398
05/27/2015 09,22.1,46.62,8705
05/27/2015 10,24.82,46.62,8891
05/27/2015 11,22.23,46.6,8984
05/27/2015 12,23.34,46.59,9096
05/27/2015 13,25.29,46.52,9173
05/27/2015 14,27.32,46.5,9224
05/27/2015 15,26.65,46.48,9280
05/27/2015 16,26.66,46.47,9301
05/27/2015 17,25.27,46.46,9312
05/27/2015 18,25.42,46.47,9296
05/27/2015 19,21.84,46.47,9109
05/27/2015 20,21.79,46.47,8994
05/27/2015 21,22.7,46.47,8861
05/27/2015 22,22.43,46.47,8774
05/27/2015 23,21.47,46.47,8608
05/27/2015 24,18.84,46.48,8183
05/28/2015 01,17.27,46.48,7890
05/28/2015 02,16.27,46.48,7717
05/28/2015 03,16.01,46.48,7627
05/28/2015 04,11.28,46.48,7577
05/28/2015 05,9.55,46.47,7600
05/28/2015 06,9.55,46.45,7690
05/28/2015 07,13.2,46.44,8028
05/28/2015 08,14.62,46.44,8497
05/28/2015 09,15.98,46.43,8785
05/28/2015 10,14.29,46.4,8959
05/28/2015 11,18.16,46.37,9055
05/28/2015 12,18.19,46.37,9081
05/28/2015 13,17.11,46.36,9029
05/28/2015 14,17.92,46.35,9006
05/28/2015 15,19.11,46.32,8936
05/28/2015 16,21.45,46.26,8972
05/28/2015 17,24.71,46.18,8997
05/28/2015 18,28.45,46.05,8941
05/28/2015 19,23.41,46.02,8751
05/28/2015 20,25.95,46.02,8655
05/28/2015 21,23.72,46.01,8556
05/28/2015 22,22.72,45.99,8492
05/28/2015 23,21.35,45.99,8392
05/28/2015 24,26.6,46,8049
05/29/2015 01,16.49,45.99,7786
05/29/2015 02,16.31,45.99,7611
05/29/2015 03,16,45.99,7510
05/29/2015 04,15.98,46,7506
05/29/2015 05,15.99,46,7509
05/29/2015 06,15.99,46,7589
05/29/2015 07,19.65,46.01,7913
05/29/2015 08,20.26,46.02,8412
05/29/2015 09,29.45,46.03,8679
05/29/2015 10,19.74,46.03,8828
05/29/2015 11,20.98,46.03,8860
05/29/2015 12,396.47,46.55,8810
05/29/2015 13,27.05,46.56,8805
05/29/2015 14,34.17,46.58,8873
05/29/2015 15,33.84,46.6,8841
05/29/2015 16,24.08,46.61,8782
05/29/2015 17,24.25,46.61,8794
05/29/2015 18,48.96,46.66,8668
05/29/2015 19,36.09,46.69,8509
05/29/2015 20,16.57,46.69,8403
05/29/2015 21,16.88,46.69,8375
05/29/2015 22,19.71,46.69,8365
05/29/2015 23,26.14,46.69,8310
05/29/2015 24,47.79,46.73,8043
05/30/2015 01,33.59,46.76,7782
05/30/2015 02,31.77,46.79,7612
05/30/2015 03,30.48,46.81,7466
05/30/2015 04,30.47,46.84,7436
05/30/2015 05,17.71,46.85,7467
05/30/2015 06,19.47,46.86,7424
05/30/2015 07,19.39,46.87,7427
05/30/2015 08,19.74,46.88,7626
05/30/2015 09,35.46,46.9,7942
05/30/2015 10,40,46.93,8176
05/30/2015 11,781.45,48,8229
05/30/2015 12,935,49.27,8199
05/30/2015 13,928.57,50.53,8161
05/30/2015 14,921.47,51.79,8163
05/30/2015 15,911.68,53.04,8186
05/30/2015 16,849.51,54.2,8050
05/30/2015 17,233.92,54.5,8087
05/30/2015 18,242.1,54.82,8206
05/30/2015 19,67.6,54.9,8186
05/30/2015 20,39.8,54.94,8136
05/30/2015 21,25.74,54.95,8096
05/30/2015 22,24.66,54.96,8053
05/30/2015 23,27.65,54.98,8112
05/30/2015 24,25.98,54.99,7904
05/31/2015 01,20.56,55,7697
05/31/2015 02,20.33,55.01,7528
05/31/2015 03,18.84,55.02,7368
05/31/2015 04,18.65,55.03,7301
05/31/2015 05,17.67,55.03,7300
05/31/2015 06,17.94,55.04,7203
05/31/2015 07,17.9,55.04,7228
05/31/2015 08,18.15,55.04,7329
05/31/2015 09,20.01,55.04,7624
05/31/2015 10,34.1,55.06,7927
05/31/2015 11,23.01,55.07,8094
05/31/2015 12,20.77,55.07,8181
05/31/2015 13,19.75,55.07,8251
05/31/2015 14,19.54,55.08,8333
05/31/2015 15,19.7,55.08,8320
05/31/2015 16,19.75,55.09,8332
05/31/2015 17,20.15,55.1,8393
05/31/2015 18,20.88,55.11,8564
05/31/2015 19,23.86,55.13,8578
05/31/2015 20,26.1,55.15,8483
05/31/2015 21,25.85,55.17,8392
05/31/2015 22,22.17,55.17,8292
05/31/2015 23,34.82,55.2,8244
05/31/2015 24,28.11,55.21,7895
06/01/2015 01,21.99,55.23,7563
06/01/2015 02,16.49,55.23,7389
06/01/2015 03,14.24,55.23,7329
06/01/2015 04,12.43,55.24,7328
06/01/2015 05,17.51,55.24,7339
06/01/2015 06,19.13,55.24,7395
06/01/2015 07,22.43,55.24,7779
06/01/2015 08,21.65,55.25,8292
06/01/2015 09,29.47,55.26,8674
06/01/2015 10,24.89,55.27,8874
06/01/2015 11,24.95,55.27,8938
06/01/2015 12,22.66,55.27,9076
06/01/2015 13,33.39,55.29,9092
06/01/2015 14,45,55.33,9085
06/01/2015 15,31.25,55.35,9050
06/01/2015 16,32.31,55.37,9084
06/01/2015 17,22.83,55.37,9146
06/01/2015 18,21.94,55.37,9111
06/01/2015 19,20.98,55.37,8840
06/01/2015 20,20.27,55.37,8660
06/01/2015 21,19.35,55.36,8555
06/01/2015 22,20.02,55.35,8507
06/01/2015 23,18.3,55.35,8291
06/01/2015 24,18.45,55.34,7920
06/02/2015 01,14.85,55.32,7644
06/02/2015 02,13.99,55.32,7492
06/02/2015 03,13.99,55.31,7411
06/02/2015 04,12.34,55.3,7353
06/02/2015 05,12.16,55.3,7383
06/02/2015 06,17.19,55.3,7509
06/02/2015 07,19.14,55.3,7864
06/02/2015 08,20.39,55.3,8346
06/02/2015 09,21.17,55.31,8600
06/02/2015 10,24.56,55.31,8778
06/02/2015 11,25.01,55.32,8861
06/02/2015 12,24.15,55.32,8922
06/02/2015 13,23.36,55.32,8904
06/02/2015 14,23.37,55.32,8914
06/02/2015 15,26.01,55.32,8834
06/02/2015 16,22.91,55.32,8838
06/02/2015 17,24.85,55.33,8900
06/02/2015 18,26.37,55.33,8885
06/02/2015 19,22.3,55.33,8649
06/02/2015 20,22.13,55.33,8506
06/02/2015 21,22.7,55.33,8407
06/02/2015 22,23.03,55.34,8368
06/02/2015 23,23.13,55.35,8249
06/02/2015 24,22.32,55.36,7914
06/03/2015 01,21.86,55.38,7621
06/03/2015 02,19.4,55.39,7446
06/03/2015 03,17.33,55.4,7328
06/03/2015 04,15.6,55.41,7255
06/03/2015 05,13.54,55.41,7249
06/03/2015 06,14.7,55.41,7341
06/03/2015 07,25.54,55.41,7702
06/03/2015 08,21.46,55.41,8215
06/03/2015 09,23.09,55.41,8444
06/03/2015 10,21.56,55.41,8593
06/03/2015 11,22.33,55.4,8722
06/03/2015 12,25.65,55.4,8764
06/03/2015 13,23.88,55.4,8795
06/03/2015 14,27.8,55.4,8823
06/03/2015 15,29.6,55.4,8847
06/03/2015 16,31.67,55.4,8926
06/03/2015 17,32.1,55.41,8951
06/03/2015 18,666.94,56.29,8838
06/03/2015 19,177.48,56.51,8642
06/03/2015 20,50.17,56.54,8558
06/03/2015 21,29.85,56.55,8471
06/03/2015 22,19.82,56.54,8348
06/03/2015 23,21.13,56.54,8263
06/03/2015 24,23.57,56.55,7903
06/04/2015 01,20.31,56.56,7553
06/04/2015 02,19.75,56.58,7375
06/04/2015 03,18.29,56.59,7253
06/04/2015 04,17.03,56.6,7223
06/04/2015 05,18.18,56.61,7246
06/04/2015 06,19.84,56.62,7293
06/04/2015 07,22.2,56.64,7676
06/04/2015 08,21.01,56.64,8165
06/04/2015 09,175.45,56.85,8446
06/04/2015 10,142.77,57.02,8612
06/04/2015 11,957.65,58.32,8751
06/04/2015 12,951.91,59.61,8784
06/04/2015 13,938.1,60.88,8823
06/04/2015 14,100.49,60.99,8894
06/04/2015 15,52,61.04,8879
06/04/2015 16,919.49,62.28,8869
06/04/2015 17,919.49,63.54,8893
06/04/2015 18,550.65,64.28,8806
06/04/2015 19,44.22,64.31,8613
06/04/2015 20,30.47,64.34,8491
06/04/2015 21,22.81,64.35,8419
06/04/2015 22,20.97,64.36,8303
06/04/2015 23,20.94,64.38,8183
06/04/2015 24,22.44,64.4,7872
06/05/2015 01,20.89,64.41,7599
06/05/2015 02,20.97,64.43,7417
06/05/2015 03,19.83,64.44,7322
06/05/2015 04,19.5,64.45,7298
06/05/2015 05,20.04,64.46,7342
06/05/2015 06,20.25,64.47,7381
06/05/2015 07,20.39,64.47,7688
06/05/2015 08,19.88,64.47,8190
06/05/2015 09,34.45,64.49,8508
06/05/2015 10,366.84,64.97,8684
06/05/2015 11,86,65.06,8864
06/05/2015 12,558.56,65.81,8920
06/05/2015 13,800.3,66.89,8906
06/05/2015 14,815,67.99,8950
06/05/2015 15,845.63,69.14,8921
06/05/2015 16,776,70.18,8912
06/05/2015 17,704.19,71.13,8920
06/05/2015 18,650.2,72.01,8863
06/05/2015 19,50.53,72.06,8712
06/05/2015 20,25.53,72.07,8684
06/05/2015 21,21.69,72.08,8613
06/05/2015 22,22.34,72.08,8468
06/05/2015 23,27.93,72.1,8447
06/05/2015 24,35.71,72.12,8186
06/06/2015 01,24.26,72.13,7854
06/06/2015 02,22.73,72.14,7634
06/06/2015 03,21.11,72.15,7515
06/06/2015 04,21.05,72.15,7433
06/06/2015 05,20.18,72.15,7405
06/06/2015 06,19.41,72.14,7334
06/06/2015 07,18.06,72.12,7443
06/06/2015 08,16.26,72.11,7688
06/06/2015 09,18.53,72.09,8006
06/06/2015 10,20.19,72.07,8340
06/06/2015 11,21.05,72.04,8547
06/06/2015 12,22.49,72.02,8667
06/06/2015 13,23.06,72,8787
06/06/2015 14,23.17,71.98,8814
06/06/2015 15,22.88,71.97,8810
06/06/2015 16,48.17,72,8829
06/06/2015 17,48.07,72.04,8870
06/06/2015 18,47.3,72.07,8855
06/06/2015 19,23.89,72.07,8777
06/06/2015 20,22.33,72.07,8694
06/06/2015 21,22.05,72.07,8560
06/06/2015 22,21.32,72.07,8470
06/06/2015 23,26.03,72.08,8473
06/06/2015 24,36.51,72.11,8234
06/07/2015 01,29.81,72.12,7938
06/07/2015 02,24.36,72.14,7714
06/07/2015 03,20.02,72.15,7530
06/07/2015 04,17.3,72.15,7480
06/07/2015 05,11.38,72.15,7403
06/07/2015 06,9.86,72.13,7305
06/07/2015 07,9.62,72.11,7286
06/07/2015 08,8.94,72.06,7494
06/07/2015 09,11.26,72.02,7884
06/07/2015 10,13.39,71.99,8251
06/07/2015 11,19.41,71.92,8489
06/07/2015 12,20.51,71.84,8664
06/07/2015 13,21.13,71.76,8672
06/07/2015 14,21.13,71.68,8741
06/07/2015 15,22.75,71.66,8841
06/07/2015 16,23,71.65,8925
06/07/2015 17,27.71,71.5,9037
06/07/2015 18,28.41,71.49,9078
06/07/2015 19,25.87,71.49,9034
06/07/2015 20,21.29,71.49,8929
06/07/2015 21,20.58,71.49,8888
06/07/2015 22,19.9,71.49,8796
06/07/2015 23,20.22,71.48,8762
06/07/2015 24,23.9,71.48,8404
06/08/2015 01,17.17,71.48,8062
06/08/2015 02,12.87,71.47,7887
06/08/2015 03,12.65,71.46,7786
06/08/2015 04,12.16,71.46,7706
06/08/2015 05,12.23,71.45,7701
06/08/2015 06,12.99,71.44,7746
06/08/2015 07,19.67,71.45,8136
06/08/2015 08,22.36,71.46,8734
06/08/2015 09,28.39,71.47,9218
06/08/2015 10,31.01,71.48,9523
06/08/2015 11,29.64,71.48,9707
06/08/2015 12,53.07,71.49,9748
06/08/2015 13,44.04,71.44,9733
06/08/2015 14,45.03,71.38,9767
06/08/2015 15,36.19,71.33,9732
06/08/2015 16,28.53,71.27,9752
06/08/2015 17,20.94,71.21,9822
06/08/2015 18,21.03,71.19,9776
06/08/2015 19,20.35,71.18,9518
06/08/2015 20,20.62,71.17,9375
06/08/2015 21,20.11,71.17,9225
06/08/2015 22,19.69,71.16,8998
06/08/2015 23,18.5,71.15,8830
06/08/2015 24,20.04,71.15,8468
06/09/2015 01,24.97,71.15,8147
06/09/2015 02,27.4,71.16,7950
06/09/2015 03,25.13,71.17,7831
06/09/2015 04,21.84,71.17,7798
06/09/2015 05,21.97,71.17,7812
06/09/2015 06,21.85,71.17,7846
06/09/2015 07,24.85,71.18,8198
06/09/2015 08,24.4,71.19,8693
06/09/2015 09,30.87,71.2,9020
06/09/2015 10,38.78,71.23,9217
06/09/2015 11,38.67,71.25,9369
06/09/2015 12,28.39,71.26,9555
06/09/2015 13,29.96,71.27,9601
06/09/2015 14,30.82,71.28,9691
06/09/2015 15,34.86,71.3,9767
06/09/2015 16,34.52,71.32,9771
06/09/2015 17,47.49,71.35,9823
06/09/2015 18,32.39,71.37,9726
06/09/2015 19,32.61,71.38,9525
06/09/2015 20,32.43,71.4,9359
06/09/2015 21,30.15,71.41,9246
06/09/2015 22,23.72,71.41,9071
06/09/2015 23,21.49,71.41,8847
06/09/2015 24,22.74,71.41,8435
06/10/2015 01,19.61,71.42,8133
06/10/2015 02,16.02,71.42,7923
06/10/2015 03,15,71.42,7791
06/10/2015 04,13.88,71.41,7764
06/10/2015 05,14.17,71.41,7773
06/10/2015 06,21.84,71.4,7858
06/10/2015 07,31.9,71.4,8234
06/10/2015 08,23.55,71.39,8720
06/10/2015 09,27.01,71.38,9031
06/10/2015 10,30.34,71.38,9247
06/10/2015 11,32.26,71.38,9411
06/10/2015 12,33.73,71.36,9536
06/10/2015 13,347.38,71.76,9559
06/10/2015 14,140.68,71.87,9568
06/10/2015 15,26.82,71.81,9629
06/10/2015 16,21.93,71.77,9713
06/10/2015 17,22.66,71.73,9772
06/10/2015 18,486.69,72.34,9675
06/10/2015 19,27.57,72.34,9444
06/10/2015 20,25.77,72.34,9351
06/10/2015 21,25.84,72.34,9250
06/10/2015 22,23.61,72.35,9070
06/10/2015 23,21.84,72.34,8917
06/10/2015 24,25.42,72.34,8548
06/11/2015 01,13.3,72.33,8191
06/11/2015 02,16.98,72.32,8037
06/11/2015 03,14.04,72.31,7941
06/11/2015 04,14.12,72.3,7903
06/11/2015 05,13.78,72.29,7890
06/11/2015 06,15.39,72.26,7912
06/11/2015 07,20.86,72.22,8235
06/11/2015 08,25.24,72.2,8765
06/11/2015 09,28.43,72.19,9104
06/11/2015 10,27.55,71.99,9372
06/11/2015 11,24.03,71.93,9602
06/11/2015 12,26.38,71.86,9685
06/11/2015 13,20.79,71.79,9731
06/11/2015 14,19.79,71.72,9853
06/11/2015 15,19.04,71.65,9890
06/11/2015 16,19.93,71.59,9888
06/11/2015 17,26.31,71.54,9910
06/11/2015 18,25.33,71.5,9814
06/11/2015 19,18.17,71.49,9521
06/11/2015 20,16.99,71.48,9366
06/11/2015 21,18.1,71.47,9269
06/11/2015 22,14.23,71.46,9085
06/11/2015 23,15.34,71.45,8908
06/11/2015 24,16.09,71.45,8531
06/12/2015 01,15.12,71.45,8234
06/12/2015 02,9.21,71.44,8004
06/12/2015 03,10.46,71.43,7881
06/12/2015 04,12.21,71.42,7815
06/12/2015 05,16.04,71.42,7861
06/12/2015 06,17.5,71.42,7916
06/12/2015 07,20.38,71.42,8239
06/12/2015 08,20.67,71.42,8718
06/12/2015 09,23.26,71.42,9034
06/12/2015 10,23.55,71.43,9204
06/12/2015 11,38.53,71.45,9304
06/12/2015 12,37.64,71.45,9329
06/12/2015 13,27.94,71.44,9378
06/12/2015 14,20.28,71.4,9378
06/12/2015 15,20.21,71.33,9286
06/12/2015 16,21.02,71.3,9236
06/12/2015 17,20.6,71.3,9180
06/12/2015 18,19.62,71.29,9081
06/12/2015 19,20.98,71.29,8919
06/12/2015 20,22.1,71.29,8797
06/12/2015 21,22.52,71.29,8659
06/12/2015 22,25.39,71.29,8561
06/12/2015 23,25.19,71.3,8564
06/12/2015 24,29.14,71.31,8341
06/13/2015 01,20.35,71.31,7989
06/13/2015 02,19.5,71.31,7814
06/13/2015 03,19.76,71.31,7735
06/13/2015 04,20.55,71.32,7703
06/13/2015 05,20.71,71.32,7682
06/13/2015 06,19.5,71.32,7615
06/13/2015 07,20.19,71.32,7674
06/13/2015 08,19.51,71.3,7868
06/13/2015 09,20.39,71.24,8194
06/13/2015 10,21.49,71.18,8430
06/13/2015 11,18.56,71.05,8636
06/13/2015 12,17.73,70.95,8730
06/13/2015 13,18.94,70.81,8747
06/13/2015 14,18.56,70.75,8713
06/13/2015 15,17.96,70.67,8679
06/13/2015 16,16.15,70.41,8626
06/13/2015 17,13.51,70.03,8610
06/13/2015 18,16.49,69.89,8730
06/13/2015 19,16.44,69.87,8625
06/13/2015 20,15.85,69.85,8473
06/13/2015 21,15.46,69.84,8413
06/13/2015 22,19.88,69.82,8407
06/13/2015 23,22.7,69.8,8423
06/13/2015 24,22.94,69.79,8248
06/14/2015 01,22.61,69.79,8009
06/14/2015 02,19.62,69.78,7878
06/14/2015 03,18.18,69.78,7792
06/14/2015 04,17.29,69.78,7719
06/14/2015 05,18.24,69.77,7701
06/14/2015 06,17.78,69.77,7616
06/14/2015 07,18.2,69.77,7618
06/14/2015 08,18.62,69.76,7787
06/14/2015 09,20.19,69.74,8027
06/14/2015 10,22.74,69.73,8262
06/14/2015 11,23.58,69.69,8411
06/14/2015 12,19.91,69.66,8548
06/14/2015 13,20.37,69.63,8615
06/14/2015 14,20.28,69.6,8590
06/14/2015 15,20.26,69.58,8570
06/14/2015 16,20.6,69.55,8603
06/14/2015 17,21.87,69.48,8670
06/14/2015 18,21.56,69.41,8724
06/14/2015 19,20.37,69.39,8650
06/14/2015 20,20.35,69.38,8592
06/14/2015 21,20.35,69.37,8539
06/14/2015 22,20.35,69.36,8499
06/14/2015 23,26.55,69.36,8456
06/14/2015 24,31.14,69.36,8202
06/15/2015 01,22.48,69.35,7942
06/15/2015 02,22.85,69.35,7806
06/15/2015 03,22.57,69.35,7739
06/15/2015 04,21.34,69.36,7728
06/15/2015 05,23.08,69.36,7765
06/15/2015 06,22.85,69.37,7787
06/15/2015 07,28.64,69.38,8129
06/15/2015 08,26.6,69.4,8643
06/15/2015 09,29.48,69.41,8929
06/15/2015 10,30.69,69.43,9102
06/15/2015 11,29.27,69.45,9244
06/15/2015 12,298.03,69.84,9250
06/15/2015 13,46.83,69.88,9230
06/15/2015 14,40,69.91,9261
06/15/2015 15,36.13,69.93,9291
06/15/2015 16,26.92,69.94,9358
06/15/2015 17,27.86,69.96,9446
06/15/2015 18,22.53,69.96,9412
06/15/2015 19,21.9,69.97,9191
06/15/2015 20,21.45,69.98,9022
06/15/2015 21,21.55,69.98,8935
06/15/2015 22,20.32,69.99,8774
06/15/2015 23,22.9,70,8611
06/15/2015 24,24.59,70.01,8326
06/16/2015 01,20.04,70.02,8076
06/16/2015 02,16.68,70.03,7912
06/16/2015 03,16.2,70.03,7848
06/16/2015 04,15.85,70.03,7812
06/16/2015 05,15.91,70.03,7844
06/16/2015 06,18.75,70.04,7881
06/16/2015 07,23.05,70.05,8175
06/16/2015 08,22,70.05,8654
06/16/2015 09,28.39,70.06,8994
06/16/2015 10,28.89,70.07,9187
06/16/2015 11,28.26,70.08,9376
06/16/2015 12,30.11,70.09,9522
06/16/2015 13,30.91,70.1,9571
06/16/2015 14,174.2,70.32,9538
06/16/2015 15,58.14,70.37,9517
06/16/2015 16,55.06,70.41,9557
06/16/2015 17,62.78,70.47,9630
06/16/2015 18,23.47,70.47,9586
06/16/2015 19,21.91,70.47,9355
06/16/2015 20,21.58,70.47,9204
06/16/2015 21,20.92,70.47,9115
06/16/2015 22,19.75,70.47,8964
06/16/2015 23,18.62,70.47,8852
06/16/2015 24,18.12,70.46,8501
06/17/2015 01,17.98,70.46,8203
06/17/2015 02,14.11,70.46,8004
06/17/2015 03,13.78,70.46,7925
06/17/2015 04,13.98,70.46,7871
06/17/2015 05,15.28,70.45,7913
06/17/2015 06,19.17,70.46,7975
06/17/2015 07,20.58,70.46,8284
06/17/2015 08,20.6,70.47,8747
06/17/2015 09,22.05,70.48,8982
06/17/2015 10,22.96,70.48,9144
06/17/2015 11,23.5,70.49,9270
06/17/2015 12,25.83,70.5,9356
06/17/2015 13,24.94,70.51,9359
06/17/2015 14,26.9,70.52,9376
06/17/2015 15,29.45,70.53,9370
06/17/2015 16,29.64,70.55,9350
06/17/2015 17,31.67,70.56,9390
06/17/2015 18,30.02,70.57,9350
06/17/2015 19,25.85,70.58,9103
